,Accession,HieVi_l0,HieVi_l1,HieVi_l2,HieVi_l3
4060,KX147229,-1,410,386,310
4061,KX156152,4937,410,386,310
4062,KX156762,-1,-1,-1,-1
4063,KX159477,4115,822,768,587
4064,KX160204,2371,-1,-1,-1
4065,KX160205,-1,-1,1216,940
4066,KX160206,2427,281,266,222
4067,KX160207,-1,-1,-1,-1
4068,KX160208,-1,-1,-1,940
4069,KX160209,2427,281,266,222
4070,KX160210,2427,281,266,222
4071,KX160211,2427,281,266,222
4072,KX160212,2456,1315,1216,940
4073,KX160213,2456,1315,1216,940
4074,KX160214,2455,1315,1216,940
4075,KX160215,2455,1315,1216,940
4076,KX160216,2421,282,267,223
4077,KX160217,2421,282,267,223
4078,KX160218,2421,-1,267,223
4079,KX160219,2371,-1,-1,-1
4080,KX160220,2325,-1,-1,-1
4081,KX171208,-1,1313,1214,938
4082,KX171209,3693,417,393,258
4083,KX171210,3693,417,393,258
4084,KX171211,5471,1676,1543,742
4085,KX171212,4837,1145,1066,310
4086,KX171213,4837,1145,1066,310
4087,KX179905,364,-1,-1,-1
4088,KX181651,348,-1,-1,-1
4089,KX190832,-1,-1,-1,-1
4090,KX190833,2058,-1,-1,-1
4091,KX190834,1853,74,69,64
4092,KX190835,1621,-1,-1,-1
4093,KX196154,-1,-1,-1,-1
4094,KX198612,1725,-1,-1,36
4095,KX198613,3757,1470,1347,1040
4096,KX198614,3181,1225,1136,177
4097,KX198615,4539,914,1356,1048
4098,KX211991,3254,1100,1028,784
4099,KX223815,3133,486,461,324
4100,KX227757,2122,283,268,224
4101,KX227758,2120,284,269,225
4102,KX227759,2120,284,269,225
4103,KX227760,2122,283,268,224
4104,KX228399,1607,-1,-1,54
4105,KX228400,1606,-1,-1,54
4106,KX229736,-1,961,896,688
4107,KX231828,1491,-1,-1,79
4108,KX231829,-1,-1,-1,-1
4109,KX232515,2851,548,519,202
4110,KX236333,1037,961,896,688
4111,KX237514,-1,-1,1028,784
4112,KX237515,-1,1449,1327,807
4113,KX237516,2781,285,1325,1021
4114,KX241618,-1,-1,1554,1221
4115,KX245012,5488,1676,1543,742
4116,KX245013,3797,1364,873,668
4117,KX245890,5422,633,595,742
4118,KX257490,-1,-1,-1,-1
4119,KX258185,5512,633,595,742
4120,KX266300,162,287,271,227
4121,KX266301,273,288,272,227
4122,KX266302,197,288,272,227
4123,KX266303,231,288,272,227
4124,KX266304,222,288,272,227
4125,KX266305,206,288,272,227
4126,KX266306,251,288,272,227
4127,KX266307,173,288,272,227
4128,KX266308,274,288,272,227
4129,KX266309,191,288,272,227
4130,KX266310,231,288,272,227
4131,KX266311,222,288,272,227
4132,KX266312,223,288,272,227
4133,KX266313,251,288,272,227
4134,KX266314,200,288,272,227
4135,KX266315,274,288,272,227
4136,KX266316,151,286,270,226
4137,KX266317,258,288,272,227
4138,KX266318,222,288,272,227
4139,KX266319,183,288,272,227
4140,KX266320,175,288,272,227
4141,KX266321,230,288,272,227
4142,KX266322,251,288,272,227
4143,KX266323,191,288,272,227
4144,KX266324,214,288,272,227
4145,KX266325,247,288,272,227
4146,KX266326,251,288,272,227
4147,KX266327,210,288,272,227
4148,KX266328,233,288,272,227
4149,KX266329,151,286,270,226
4150,KX266330,193,288,272,227
4151,KX266331,231,288,272,227
4152,KX266332,259,288,272,227
4153,KX266333,186,288,272,227
4154,KX266334,170,288,272,227
4155,KX266335,208,288,272,227
4156,KX266336,205,288,272,227
4157,KX266337,251,288,272,227
4158,KX266338,236,288,272,227
4159,KX266339,259,288,272,227
4160,KX266340,171,288,272,227
4161,KX266341,221,288,272,227
4162,KX266342,251,288,272,227
4163,KX266343,223,288,272,227
4164,KX266344,174,288,272,227
4165,KX266345,-1,288,272,227
4166,KX266346,181,288,272,227
4167,KX266347,251,288,272,227
4168,KX266348,236,288,272,227
4169,KX266349,222,288,272,227
4170,KX266350,223,288,272,227
4171,KX266351,162,287,271,227
4172,KX266352,251,288,272,227
4173,KX266353,-1,288,272,227
4174,KX266354,236,288,272,227
4175,KX266355,259,288,272,227
4176,KX266356,206,288,272,227
4177,KX266357,251,288,272,227
4178,KX266358,-1,288,272,227
4179,KX266359,201,288,272,227
4180,KX266360,258,288,272,227
4181,KX266361,222,288,272,227
4182,KX266362,218,288,272,227
4183,KX266363,-1,288,272,227
4184,KX266364,200,288,272,227
4185,KX266365,270,288,272,227
4186,KX266366,180,288,272,227
4187,KX266367,258,288,272,227
4188,KX266368,259,288,272,227
4189,KX266369,183,288,272,227
4190,KX266370,175,288,272,227
4191,KX266371,230,288,272,227
4192,KX266372,251,288,272,227
4193,KX266373,191,288,272,227
4194,KX266374,214,288,272,227
4195,KX266375,206,288,272,227
4196,KX266376,251,288,272,227
4197,KX266377,-1,288,272,227
4198,KX266378,233,288,272,227
4199,KX266379,151,286,270,226
4200,KX266380,201,288,272,227
4201,KX266381,244,288,272,227
4202,KX266382,222,288,272,227
4203,KX266383,186,288,272,227
4204,KX266384,170,288,272,227
4205,KX266385,208,288,272,227
4206,KX266386,205,288,272,227
4207,KX266387,252,288,272,227
4208,KX266388,151,286,270,226
4209,KX266389,259,288,272,227
4210,KX266390,171,288,272,227
4211,KX266391,-1,288,272,227
4212,KX266392,270,288,272,227
4213,KX266393,223,288,272,227
4214,KX266394,174,288,272,227
4215,KX266395,190,288,272,227
4216,KX266396,216,288,272,227
4217,KX266397,232,288,272,227
4218,KX266398,244,288,272,227
4219,KX266399,259,288,272,227
4220,KX266400,223,288,272,227
4221,KX266401,222,288,272,227
4222,KX266402,245,288,272,227
4223,KX266403,193,288,272,227
4224,KX266404,162,287,271,227
4225,KX266405,-1,288,272,227
4226,KX266406,203,288,272,227
4227,KX266407,222,288,272,227
4228,KX266408,258,288,272,227
4229,KX266409,270,288,272,227
4230,KX266410,211,288,272,227
4231,KX266411,281,288,272,227
4232,KX266412,223,288,272,227
4233,KX266413,222,288,272,227
4234,KX266414,197,288,272,227
4235,KX266415,252,288,272,227
4236,KX266416,252,288,272,227
4237,KX266417,183,288,272,227
4238,KX266418,-1,-1,-1,227
4239,KX266419,-1,288,272,227
4240,KX266420,281,288,272,227
4241,KX266421,253,288,272,227
4242,KX266422,233,288,272,227
4243,KX266423,209,288,272,227
4244,KX266424,253,288,272,227
4245,KX266425,247,288,272,227
4246,KX266426,259,288,272,227
4247,KX266427,191,288,272,227
4248,KX266428,151,286,270,226
4249,KX266429,205,288,272,227
4250,KX266430,182,288,272,227
4251,KX266431,224,288,272,227
4252,KX266432,245,288,272,227
4253,KX266433,193,288,272,227
4254,KX266434,-1,288,272,227
4255,KX266435,230,288,272,227
4256,KX266436,170,288,272,227
4257,KX266437,244,288,272,227
4258,KX266438,210,288,272,227
4259,KX266439,174,288,272,227
4260,KX266440,224,288,272,227
4261,KX266441,241,288,272,227
4262,KX266442,281,288,272,227
4263,KX266443,259,288,272,227
4264,KX266444,171,288,272,227
4265,KX266445,216,288,272,227
4266,KX266446,241,288,272,227
4267,KX266447,-1,288,272,227
4268,KX266448,181,288,272,227
4269,KX266449,-1,288,272,227
4270,KX266450,224,288,272,227
4271,KX266451,265,288,272,227
4272,KX266452,222,288,272,227
4273,KX266453,241,288,272,227
4274,KX266454,180,288,272,227
4275,KX266455,163,287,271,227
4276,KX266456,227,288,272,227
4277,KX266457,203,288,272,227
4278,KX266458,225,288,272,227
4279,KX266459,241,288,272,227
4280,KX266460,281,288,272,227
4281,KX266461,211,288,272,227
4282,KX266462,281,288,272,227
4283,KX266463,218,288,272,227
4284,KX266464,265,288,272,227
4285,KX266465,151,286,270,226
4286,KX266466,-1,288,272,227
4287,KX266467,271,288,272,227
4288,KX266468,183,288,272,227
4289,KX266469,241,288,272,227
4290,KX266470,201,288,272,227
4291,KX266471,282,288,272,227
4292,KX266472,271,288,272,227
4293,KX266473,205,288,272,227
4294,KX266474,209,288,272,227
4295,KX266475,-1,288,272,227
4296,KX266476,-1,288,272,227
4297,KX266477,225,288,272,227
4298,KX266478,-1,287,271,227
4299,KX266479,271,288,272,227
4300,KX266480,189,288,272,227
4301,KX266481,182,288,272,227
4302,KX266482,186,288,272,227
4303,KX266483,241,288,272,227
4304,KX266484,202,288,272,227
4305,KX266485,271,288,272,227
4306,KX266486,230,288,272,227
4307,KX266487,271,288,272,227
4308,KX266488,224,288,272,227
4309,KX266489,151,286,270,226
4310,KX266490,282,288,272,227
4311,KX266491,266,288,272,227
4312,KX266492,-1,288,272,227
4313,KX266493,282,288,272,227
4314,KX266494,194,288,272,227
4315,KX266495,221,288,272,227
4316,KX266496,226,288,272,227
4317,KX266497,241,288,272,227
4318,KX266498,180,288,272,227
4319,KX266499,163,287,271,227
4320,KX266500,173,288,272,227
4321,KX266501,207,288,272,227
4322,KX266502,226,288,272,227
4323,KX266503,241,288,272,227
4324,KX266504,183,288,272,227
4325,KX266505,-1,288,272,227
4326,KX266506,202,288,272,227
4327,KX266507,282,288,272,227
4328,KX266508,271,288,272,227
4329,KX266509,233,288,272,227
4330,KX266510,209,288,272,227
4331,KX266511,271,288,272,227
4332,KX266512,207,288,272,227
4333,KX266513,226,288,272,227
4334,KX266514,191,288,272,227
4335,KX266515,272,288,272,227
4336,KX266516,205,288,272,227
4337,KX266517,272,288,272,227
4338,KX266518,224,288,272,227
4339,KX266519,-1,288,272,227
4340,KX266520,202,288,272,227
4341,KX266521,272,288,272,227
4342,KX266522,230,288,272,227
4343,KX266523,272,288,272,227
4344,KX266524,242,288,272,227
4345,KX266525,-1,288,272,227
4346,KX266526,175,288,272,227
4347,KX266527,242,288,272,227
4348,KX266528,282,288,272,227
4349,KX266529,-1,288,272,227
4350,KX266530,171,288,272,227
4351,KX266531,216,288,272,227
4352,KX266532,243,288,272,227
4353,KX266533,-1,288,272,227
4354,KX266534,-1,288,272,227
4355,KX266535,249,288,272,227
4356,KX266536,-1,288,272,227
4357,KX266537,-1,288,272,227
4358,KX266538,227,288,272,227
4359,KX266539,283,288,272,227
4360,KX266540,211,288,272,227
4361,KX266541,283,288,272,227
4362,KX266542,218,288,272,227
4363,KX266543,266,288,272,227
4364,KX266544,283,288,272,227
4365,KX266545,272,288,272,227
4366,KX266546,243,288,272,227
4367,KX266547,210,288,272,227
4368,KX266548,174,288,272,227
4369,KX266549,190,288,272,227
4370,KX266550,190,288,272,227
4371,KX266551,-1,-1,-1,227
4372,KX266552,266,288,272,227
4373,KX266553,171,288,272,227
4374,KX266554,226,288,272,227
4375,KX266555,-1,288,272,227
4376,KX266556,266,288,272,227
4377,KX266557,283,288,272,227
4378,KX266558,194,288,272,227
4379,KX266559,284,288,272,227
4380,KX266560,178,288,272,227
4381,KX266561,178,288,272,227
4382,KX266562,176,288,272,227
4383,KX266563,205,288,272,227
4384,KX266564,176,288,272,227
4385,KX266565,176,288,272,227
4386,KX266566,-1,288,272,227
4387,KX266567,192,288,272,227
4388,KX266568,272,288,272,227
4389,KX266569,192,288,272,227
4390,KX266570,192,288,272,227
4391,KX266571,-1,288,272,227
4392,KX266572,272,288,272,227
4393,KX266573,272,288,272,227
4394,KX266574,284,288,272,227
4395,KX266575,177,288,272,227
4396,KX266576,177,288,272,227
4397,KX266577,229,288,272,227
4398,KX266578,229,288,272,227
4399,KX266579,229,288,272,227
4400,KX266580,-1,288,272,227
4401,KX266581,229,288,272,227
4402,KX266582,284,288,272,227
4403,KX266583,284,288,272,227
4404,KX266584,284,288,272,227
4405,KX266585,284,288,272,227
4406,KX266586,284,288,272,227
4407,KX266587,151,286,270,226
4408,KX266588,284,288,272,227
4409,KX266589,-1,288,272,227
4410,KX266590,264,288,272,227
4411,KX266591,264,288,272,227
4412,KX266592,284,288,272,227
4413,KX266593,264,288,272,227
4414,KX266594,284,288,272,227
4415,KX266595,264,288,272,227
4416,KX266596,284,288,272,227
4417,KX266597,264,288,272,227
4418,KX266598,-1,288,272,227
4419,KX266599,-1,288,272,227
4420,KX266600,182,288,272,227
4421,KX266601,-1,288,272,227
4422,KX266602,232,288,272,227
4423,KX266603,-1,288,272,227
4424,KX266604,232,288,272,227
4425,KX266605,215,288,272,227
4426,KX266606,189,288,272,227
4427,KX266607,249,288,272,227
4428,KX266608,215,288,272,227
4429,KX266609,215,288,272,227
4430,KX266610,215,288,272,227
4431,KX266611,246,288,272,227
4432,KX266612,212,288,272,227
4433,KX266613,212,288,272,227
4434,KX266614,212,288,272,227
4435,KX266615,-1,288,272,227
4436,KX266616,212,288,272,227
4437,KX266617,-1,288,272,227
4438,KX266618,229,288,272,227
4439,KX266619,-1,288,272,227
4440,KX266620,246,288,272,227
4441,KX266621,246,288,272,227
4442,KX266622,-1,288,272,227
4443,KX266623,276,288,272,227
4444,KX266624,204,288,272,227
4445,KX266625,204,288,272,227
4446,KX266626,204,288,272,227
4447,KX266627,276,288,272,227
4448,KX266628,276,288,272,227
4449,KX266629,276,288,272,227
4450,KX266630,277,288,272,227
4451,KX266631,277,288,272,227
4452,KX266632,277,288,272,227
4453,KX266633,246,288,272,227
4454,KX266634,-1,288,272,227
4455,KX266635,237,288,272,227
4456,KX266636,237,288,272,227
4457,KX266637,237,288,272,227
4458,KX268652,-1,-1,-1,-1
4459,KX278418,2617,-1,273,784
4460,KX278419,-1,-1,578,784
4461,KX279892,-1,1429,1312,1013
4462,KX284704,1922,426,401,931
4463,KX344445,-1,1134,1057,806
4464,KX344510,337,-1,-1,-1
4465,KX346236,1872,128,124,113
4466,KX346237,1883,128,124,113
4467,KX346238,1873,128,124,113
4468,KX346239,1884,128,124,113
4469,KX346240,-1,128,124,113
4470,KX346241,1884,128,124,113
4471,KX346242,-1,128,124,113
4472,KX346243,1873,128,124,113
4473,KX346244,1873,128,124,113
4474,KX346245,1883,128,124,113
4475,KX346246,1918,128,124,113
4476,KX346247,1883,128,124,113
4477,KX346248,1873,128,124,113
4478,KX346249,1874,128,124,113
4479,KX346250,1874,128,124,113
4480,KX349226,-1,186,173,156
4481,KX349227,-1,186,173,156
4482,KX349228,-1,186,173,156
4483,KX349229,4166,186,173,156
4484,KX349230,-1,186,173,156
4485,KX349231,4166,186,173,156
4486,KX349232,-1,186,173,156
4487,KX349233,4168,186,173,156
4488,KX349234,4166,186,173,156
4489,KX349235,4168,186,173,156
4490,KX349236,-1,186,173,156
4491,KX349237,4570,186,173,156
4492,KX349238,4650,186,173,156
4493,KX349239,4650,186,173,156
4494,KX349240,-1,186,173,156
4495,KX349241,4422,186,173,156
4496,KX349242,-1,186,173,156
4497,KX349243,4649,186,173,156
4498,KX349244,4150,186,173,156
4499,KX349245,4650,186,173,156
4500,KX349246,-1,186,173,156
4501,KX349247,-1,186,173,156
4502,KX349248,-1,186,173,156
4503,KX349249,4570,186,173,156
4504,KX349250,-1,186,173,156
4505,KX349251,-1,186,173,156
4506,KX349252,-1,186,173,156
4507,KX349253,4535,186,173,156
4508,KX349254,4570,186,173,156
4509,KX349255,4246,186,173,156
4510,KX349256,4150,186,173,156
4511,KX349257,-1,186,173,156
4512,KX349258,-1,186,173,156
4513,KX349259,-1,186,173,156
4514,KX349260,4168,186,173,156
4515,KX349261,4246,186,173,156
4516,KX349262,4422,186,173,156
4517,KX349263,4535,186,173,156
4518,KX349264,-1,186,173,156
4519,KX349265,4649,186,173,156
4520,KX349266,-1,186,173,156
4521,KX349267,4650,186,173,156
4522,KX349268,4535,186,173,156
4523,KX349269,-1,186,173,156
4524,KX349270,4168,186,173,156
4525,KX349271,-1,186,173,156
4526,KX349272,4422,186,173,156
4527,KX349273,-1,186,173,156
4528,KX349274,4166,186,173,156
4529,KX349275,4136,186,173,156
4530,KX349276,-1,186,173,156
4531,KX349277,4166,186,173,156
4532,KX349278,4166,186,173,156
4533,KX349279,-1,186,173,156
4534,KX349280,4167,186,173,156
4535,KX349281,4422,186,173,156
4536,KX349282,-1,186,173,156
4537,KX349283,4136,186,173,156
4538,KX349284,4167,186,173,156
4539,KX349285,4135,186,173,156
4540,KX349286,-1,186,173,156
4541,KX349287,4149,186,173,156
4542,KX349288,4188,186,173,156
4543,KX349289,4215,186,173,156
4544,KX349290,4149,186,173,156
4545,KX349291,3943,186,173,156
4546,KX349292,3942,186,173,156
4547,KX349293,3943,186,173,156
4548,KX349294,3943,186,173,156
4549,KX349295,3942,186,173,156
4550,KX349296,3943,186,173,156
4551,KX349297,3942,186,173,156
4552,KX349298,4001,186,173,156
4553,KX349299,4001,186,173,156
4554,KX349300,4025,186,173,156
4555,KX349301,4001,186,173,156
4556,KX349302,4025,186,173,156
4557,KX349303,-1,186,173,156
4558,KX349304,4024,186,173,156
4559,KX349305,4024,186,173,156
4560,KX349306,4025,186,173,156
4561,KX349307,4235,186,173,156
4562,KX349308,4219,186,173,156
4563,KX349309,4217,186,173,156
4564,KX349310,4169,186,173,156
4565,KX349311,4219,186,173,156
4566,KX349312,4235,186,173,156
4567,KX349313,4218,186,173,156
4568,KX349314,4234,186,173,156
4569,KX349315,4217,186,173,156
4570,KX349316,4234,186,173,156
4571,KX349317,4217,186,173,156
4572,KX349318,-1,186,173,156
4573,KX349319,4235,186,173,156
4574,KX349320,4234,186,173,156
4575,KX349321,4169,186,173,156
4576,KX349322,4169,186,173,156
4577,KX349323,4218,186,173,156
4578,KX349324,4189,186,173,156
4579,KX349325,4169,186,173,156
4580,KX349326,4219,186,173,156
4581,KX349327,4189,186,173,156
4582,KX349899,-1,-1,-1,306
4583,KX349900,1428,-1,-1,306
4584,KX349901,1434,617,577,306
4585,KX349902,4944,410,386,310
4586,KX349903,4946,410,386,310
4587,KX365747,1771,-1,-1,-1
4588,KX365748,2498,-1,-1,-1
4589,KX369583,-1,631,593,208
4590,KX369584,-1,555,525,1015
4591,KX369585,5246,900,843,645
4592,KX369586,-1,555,525,1015
4593,KX373685,1823,1397,1284,991
4594,KX373686,1823,1397,1284,991
4595,KX373687,1836,1397,1284,991
4596,KX373688,1836,1397,1284,991
4597,KX373689,1836,1397,1284,991
4598,KX373690,1836,1397,1284,991
4599,KX373691,1836,1397,1284,991
4600,KX373692,1836,1397,1284,991
4601,KX375815,4310,1433,1314,1015
4602,KX377933,-1,848,793,742
4603,KX379664,1872,128,124,113
4604,KX379665,1831,128,124,113
4605,KX379666,-1,128,124,113
4606,KX379667,1819,128,124,113
4607,KX379668,1819,128,124,113
4608,KX379669,1883,128,124,113
4609,KX379670,1918,128,124,113
4610,KX379671,1918,128,124,113
4611,KX379672,1875,128,124,113
4612,KX379673,1875,128,124,113
4613,KX397280,2292,-1,-1,-1
4614,KX397364,4806,289,274,571
4615,KX397365,-1,289,274,571
4616,KX397366,4807,289,274,571
4617,KX397367,4766,289,274,571
4618,KX397368,4824,289,274,571
4619,KX397369,4786,289,274,571
4620,KX397370,4824,289,274,571
4621,KX397371,4824,289,274,571
4622,KX397372,-1,289,274,571
4623,KX397373,4806,289,274,571
4624,KX405002,3823,1364,873,668
4625,KX405003,5511,848,793,742
4626,KX431559,5505,633,595,742
4627,KX431560,5505,633,595,742
4628,KX431888,2471,1530,1398,1076
4629,KX438380,5482,1676,1543,742
4630,KX443326,4022,422,398,318
4631,KX443552,-1,633,595,742
4632,KX443695,743,297,282,233
4633,KX443696,4325,573,542,645
4634,KX449361,2471,1530,1398,1076
4635,KX449362,2471,1530,1398,1076
4636,KX449363,2471,1530,1398,1076
4637,KX452695,-1,88,84,742
4638,KX452696,2447,-1,-1,1031
4639,KX452697,5219,1676,1543,742
4640,KX452698,-1,633,595,742
4641,KX452699,3597,313,294,245
4642,KX452700,-1,313,294,245
4643,KX455876,-1,-1,505,401
4644,KX456206,2414,290,56,301
4645,KX456207,2324,292,276,228
4646,KX456208,2414,290,56,301
4647,KX456209,2407,291,275,301
4648,KX456210,2414,290,56,301
4649,KX456211,-1,-1,-1,-1
4650,KX456212,2324,292,276,228
4651,KX456213,2407,291,275,301
4652,KX458236,4419,966,901,1015
4653,KX458237,4499,786,734,1015
4654,KX458241,2938,883,826,1077
4655,KX467643,477,293,277,229
4656,KX495186,4953,1165,386,310
4657,KX507045,-1,-1,-1,-1
4658,KX507046,5153,-1,968,742
4659,KX507343,3953,1134,1057,806
4660,KX507344,3989,1134,1057,806
4661,KX507345,3965,1134,1057,806
4662,KX507361,4196,829,775,593
4663,KX507362,-1,786,734,1015
4664,KX513864,947,-1,-1,-1
4665,KX513865,1197,-1,-1,-1
4666,KX513866,406,-1,-1,-1
4667,KX513867,1295,294,278,230
4668,KX513868,954,295,279,231
4669,KX513869,1260,296,280,232
4670,KX513870,406,-1,-1,-1
4671,KX513871,-1,-1,-1,-1
4672,KX513872,1295,294,278,230
4673,KX513873,1091,-1,-1,-1
4674,KX513874,1118,-1,-1,-1
4675,KX513875,941,-1,-1,-1
4676,KX513876,-1,-1,-1,-1
4677,KX513877,-1,-1,-1,-1
4678,KX522565,403,109,105,94
4679,KX522649,4420,555,525,1015
4680,KX522650,-1,407,384,307
4681,KX522943,4420,555,525,1015
4682,KX523125,4289,786,734,1015
4683,KX523699,3307,-1,1011,775
4684,KX532239,4940,1145,1066,310
4685,KX534004,3872,422,398,318
4686,KX534335,3777,1362,1256,973
4687,KX534336,3778,1362,1256,973
4688,KX534337,3373,1683,1550,177
4689,KX534338,-1,1362,1256,973
4690,KX534339,3777,1362,1256,973
4691,KX534340,1621,-1,-1,-1
4692,KX534341,3778,1362,1256,973
4693,KX550065,2736,59,53,50
4694,KX550082,3870,245,231,195
4695,KX550441,4500,966,901,1015
4696,KX550442,-1,966,901,1015
4697,KX550443,5052,555,525,1015
4698,KX552041,5385,1355,1250,742
4699,KX555527,-1,-1,134,126
4700,KX557234,4731,966,901,1015
4701,KX557272,3936,929,866,593
4702,KX557273,4275,755,706,454
4703,KX557274,4290,761,711,454
4704,KX557275,4184,761,711,454
4705,KX557276,4028,1083,1013,593
4706,KX557277,-1,-1,-1,-1
4707,KX557278,1471,-1,-1,-1
4708,KX557279,4015,-1,-1,454
4709,KX557280,-1,563,532,1015
4710,KX557281,4524,-1,281,396
4711,KX557282,3599,-1,675,529
4712,KX557283,3963,563,532,1015
4713,KX557284,3963,563,532,1015
4714,KX557285,4614,568,539,396
4715,KX557286,-1,756,707,559
4716,KX557287,4317,755,706,454
4717,KX557288,-1,-1,-1,-1
4718,KX574454,4469,555,525,1015
4719,KX574455,4367,1098,1314,1015
4720,KX576638,4286,1433,1314,1015
4721,KX576639,-1,1098,1314,1015
4722,KX576640,3462,624,585,453
4723,KX576641,3605,624,585,453
4724,KX576642,743,297,282,233
4725,KX576643,-1,900,843,645
4726,KX576644,4421,491,463,360
4727,KX576645,5191,900,843,645
4728,KX576646,5191,900,843,645
4729,KX576647,-1,900,843,645
4730,KX578042,1661,201,135,127
4731,KX578043,1660,146,135,127
4732,KX578044,1660,146,135,127
4733,KX578071,5456,900,843,645
4734,KX579975,4176,966,901,1015
4735,KX580961,4223,829,775,593
4736,KX580962,-1,829,775,593
4737,KX581090,1475,298,283,234
4738,KX581091,1475,298,283,234
4739,KX581092,1476,298,283,234
4740,KX581093,1476,298,283,234
4741,KX581094,1476,298,283,234
4742,KX581095,1476,298,283,234
4743,KX581096,1476,298,283,234
4744,KX581097,1476,298,283,234
4745,KX581098,-1,298,283,234
4746,KX581099,1476,298,283,234
4747,KX581100,1473,298,283,234
4748,KX585251,4178,302,287,239
4749,KX585252,4481,305,1314,1015
4750,KX585253,4647,306,289,239
4751,KX587949,3208,1100,1028,784
4752,KX588251,4022,422,398,318
4753,KX589269,4582,299,843,645
4754,KX591654,3862,1685,1339,1031
4755,KX592589,-1,900,843,645
4756,KX607101,482,-1,-1,235
4757,KX607102,482,300,284,235
4758,KX610764,-1,491,463,360
4759,KX610765,-1,297,282,233
4760,KX611788,3893,245,231,195
4761,KX611831,4510,888,831,593
4762,KX619650,4583,1098,1314,1015
4763,KX619651,-1,966,901,1015
4764,KX620748,2383,301,285,236
4765,KX620749,2383,-1,-1,236
4766,KX620750,2382,-1,286,237
4767,KX620751,2382,-1,286,237
4768,KX620752,2383,301,285,236
4769,KX620753,2382,-1,-1,-1
4770,KX620754,2382,-1,-1,237
4771,KX620786,-1,900,843,645
4772,KX621004,3461,624,585,453
4773,KX621005,3568,624,585,453
4774,KX621007,-1,28,25,239
4775,KX636165,4178,302,287,239
4776,KX640831,-1,786,734,1015
4777,KX641260,-1,966,901,1015
4778,KX641261,4309,1433,1314,1015
4779,KX641262,4058,782,730,103
4780,KX641263,4433,1098,1314,1015
4781,KX641264,4457,306,289,239
4782,KX641265,3879,422,398,318
4783,KX641266,3879,422,398,318
4784,KX648373,4755,966,901,1015
4785,KX648391,3978,-1,-1,103
4786,KX649889,-1,1364,873,668
4787,KX656785,1204,303,288,238
4788,KX657793,4100,304,1314,1015
